text,sentiment,sentiment_source,target_brand,source,text_length,word_count,tweet_id,date
RT @mention RT @mention Heard about Apple's pop-up store in downtown Austin? Pics are already on Gowalla: {link} #sxsw #iPad2,Neutral,Brand-Specific,Unknown,Provided,125,20,6535,
RT @mention RT @mention Heard about Apple's pop-up store in dtwn Austin? Pics are already on Gowalla: {link} #sxsw [Pop-POP!],Neutral,Brand-Specific,Unknown,Provided,125,20,6536,
"RT @mention RT @mention Hey Austin, know a little about #iPhone or #Android, love music &amp; wanna make $20/hour during #SXSW?  Please let me know.",Neutral,Brand-Specific,Unknown,Provided,148,25,6537,
RT @mention RT @mention I'll be at the Austin Convention Center today w/ my @mention fam... showing my new iPhone game. #SXSW,Neutral,Brand-Specific,Unknown,Provided,125,22,6538,
"RT @mention RT @mention If you were able to afford to attend #sxsw or buy an iPad today, consider saving a few $$$ for Japan earthquake relief.",Neutral,Brand-Specific,Unknown,Provided,143,27,6539,
RT @mention RT @mention In my next life I'm coming back as an iPad 2. Women can't keep their hands off this thing. #SXSW,Positive,Brand-Specific,iPad,Provided,120,24,6540,
RT @mention RT @mention Interesting Google #Mobile Stats at #SXSW - 40% of all Google Maps users (~150Û_ (cont) {link},Neutral,Brand-Specific,Unknown,Provided,119,20,6541,
RT @mention RT @mention Interesting Google #Mobile Stats at #SXSW - 40% of all Google Maps users (~150MMÛ_ (cont) {link},Neutral,Brand-Specific,Unknown,Provided,121,20,6542,
RT @mention RT @mention It's just crazy to look around sxsw and realize last year no one had an iPad. #sxsw,Neutral,Brand-Specific,Unknown,Provided,107,21,6543,
RT @mention RT @mention It's not a rumor: Apple is opening up a temporary store in Austin for #SXSW &amp; iPad 2 launch {link},Neutral,Brand-Specific,Unknown,Provided,126,24,6544,
RT @mention RT @mention It's not a rumor: Apple is opening up a temporary store in downtown Austin {link} #SXSW,Neutral,Brand-Specific,Unknown,Provided,111,20,6545,
RT @mention RT @mention It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW + #iPad2 launch {link},Positive,Brand-Specific,Apple,Provided,131,24,6546,
RT @mention RT @mention It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW + the #iPad2 launch {link},Neutral,Brand-Specific,Unknown,Provided,135,25,6547,
RT @mention RT @mention It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and (cont) {link},Neutral,Brand-Specific,Unknown,Provided,126,23,6548,
RT @mention RT @mention It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the #iPad2 launch - {link},Neutral,Brand-Specific,Unknown,Provided,139,26,6549,
RT @mention RT @mention It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},Positive,Brand-Specific,Apple,Provided,137,26,6550,
RT @mention RT @mention It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch bit.ly/g03MZB,Neutral,Brand-Specific,Unknown,Provided,144,26,6552,
RT @mention RT @mention It's not a rumor: Apple opening up a temporary store in Austin for #SXSW &amp; #iPad2 launch {link},Neutral,Brand-Specific,Unknown,Provided,123,22,6553,
RT @mention RT @mention Join actsofsharing.com &amp; starting tonight the person with the most friends in their city by end of #SXSW wins an iPad 2!,Neutral,Brand-Specific,Unknown,Provided,148,26,6554,
"RT @mention RT @mention Just talked to Mike Tyson #SXSW about his new iPhone game, which lets you fight Pauly D and other celebs. {link}",Positive,Brand-Specific,iPad or iPhone App,Provided,136,25,6555,
RT @mention RT @mention Line @mention pop up? About 30 deep. Line @mention crossroads? Closer to 300. Big demand 4 Liz phair Sorry ipad2 #SXSW,Neutral,Brand-Specific,Unknown,Provided,142,25,6556,
"RT @mention RT @mention Location, location location ! {link} via @mention from #google during #sxsw #yam",Neutral,Brand-Specific,Unknown,Provided,104,16,6557,
RT @mention RT @mention Love it. @mention #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,Positive,Brand-Specific,Apple,Provided,156,25,6558,
RT @mention RT @mention Love it. @mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,Positive,Brand-Specific,Apple,Provided,159,26,6559,
RT @mention RT @mention Marissa Mayer: #Google Will Connect Digital &amp; Physical Worlds Through #Mobile {link} #sxsw,Neutral,Brand-Specific,Unknown,Provided,118,17,6560,
RT @mention RT @mention Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile - {link} #sxsw,Neutral,Brand-Specific,Unknown,Provided,122,19,6561,
RT @mention RT @mention Mayer: I think about simplicity a lot at Google in developing products. #sxsw ^JR,Positive,Brand-Specific,Unknown,Provided,105,18,6562,
RT @mention RT @mention Miss the Battelle Interview About IPad 2 &amp;Social Media last week? Find it here [video] {link} #sxsw,Neutral,Brand-Specific,Unknown,Provided,127,21,6563,
RT @mention RT @mention Monthly value of user iOS $9.50. Android $7.20. Utility apps most valuable. #sxswEisner #sxsw,Neutral,Brand-Specific,Unknown,Provided,117,18,6564,
RT @mention RT @mention New @mention Platform for Concertgoers Launches #Android App in Time for #SXSW {link},Neutral,Brand-Specific,Unknown,Provided,109,17,6565,
RT @mention RT @mention New #UberSocial 4 #iPhone now in the App Store includes UberGuide 2 #SXSW sponsored by #Mashable (cont) {link},Neutral,Brand-Specific,Unknown,Provided,134,22,6566,
RT @mention RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by #Mashable {link},Positive,Brand-Specific,iPad or iPhone App,Provided,130,21,6567,
RT @mention RT @mention new Google tool for measuring everything and displaying it in one place almost makes me cry I'm so happy. Thank you. #bavcid #sxsw,Positive,Brand-Specific,Other Google product or service,Provided,154,27,6568,
RT @mention RT @mention news Google may launch &quot;social circles&quot; social network today {link} #soccomp #sxsw,Neutral,Brand-Specific,Unknown,Provided,116,16,6569,
RT @mention RT @mention Our NFB Films app for Android is now available for download: {link} {link} Just in time for #SXSW!,Neutral,Brand-Specific,Unknown,Provided,122,22,6570,
"RT @mention RT @mention Per this rumor, Google may preview its big social strategy @mention '80s-themed costume party at #SXSW. Yep. {link} #cnet",Neutral,Brand-Specific,Unknown,Provided,145,23,6571,
"RT @mention RT @mention Per this rumor, Google may preview its big social strategy at an '80s-themed costume party at #SXSW. Yep. {link} #cn",Positive,Brand-Specific,Unknown,Provided,140,24,6572,
RT @mention RT @mention Public notes for &quot;5 steps to bulletproof UX strategy&quot;: {link} #sxsw #rhjr_ux5,Neutral,Brand-Specific,Unknown,Provided,111,16,6573,
RT @mention RT @mention Q&amp;A With Google's @mention &amp; Bing's @mention On Ranking - my #SXSW session this Mon 12:30pm {link},Neutral,Brand-Specific,Unknown,Provided,130,21,6574,
RT @mention RT @mention Reactions to Google Circles news so far range from &quot;not again&quot; to &quot;please rescue me from the Facebook.&quot;  #sxsw,Neutral,Brand-Specific,Unknown,Provided,154,23,6575,
RT @mention RT @mention RT @mention #SXSW a line of about 100 outside Apple pop- up store at Sixth &amp; Congress,Neutral,Brand-Specific,Unknown,Provided,113,21,6576,
RT @mention RT @mention RT @mention Google set to launch new social network #Circles today at #sxsw,Neutral,Brand-Specific,Unknown,Provided,99,17,6577,
"RT @mention RT @mention RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",Neutral,Brand-Specific,Unknown,Provided,121,19,6578,
"RT @mention RT @mention RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw (Cool)",Positive,Brand-Specific,Other Google product or service,Provided,128,20,6579,
RT @mention RT @mention RT @mention news Google may launch &quot;social circles&quot; social network today {link} #soccomp #sxsw,Neutral,Brand-Specific,Unknown,Provided,128,18,6580,
"RT @mention RT @mention Shiny new @mention @mention @eightbit apps, a new @garyvee book, pop-up iPad 2 stores... #SXSW is Christmas for nerds.",Positive,Brand-Specific,Unknown,Provided,142,23,6581,
RT @mention RT @mention So @mention just spilled the beans: next platform for Flipboard is the iPhone. Team started working on it. #sxflip #SXSW #SXSWi,Neutral,Brand-Specific,Unknown,Provided,151,25,6582,
RT @mention RT @mention Sound of My Voice was shot exploiting Apple &amp; Best Buy's 14-day return policy on iMacs. Brilliant. #sxsw,Negative,Brand-Specific,Apple,Provided,132,22,6583,
RT @mention RT @mention Texas Observer Tomlinson says they would double revenue per issue with iPad subscriptions. #newsapps #sxsw,Positive,Brand-Specific,iPad,Provided,130,19,6584,
RT @mention RT @mention The #iPad 2 Takes Over #SXSW [VIDEO] - {link} #sxswi,Neutral,Brand-Specific,Unknown,Provided,76,14,6585,
RT @mention RT @mention The day Bank of America launched their iPhone app they got 250k new customers #bankinnovation #SXSW,Positive,Brand-Specific,iPad or iPhone App,Provided,123,20,6586,
RT @mention RT @mention The iPad 2 Takes Over #SXSW [VIDEO] {link},Positive,Brand-Specific,iPad,Provided,66,12,6587,
"RT @mention RT @mention The iPhone version of Flipboard is being totally redesigned for that platform, @mention says #sxsw",Neutral,Brand-Specific,Unknown,Provided,122,19,6588,
RT @mention RT @mention Traveling to #sxsw with your ipad 1 is so 3/10/2011,Neutral,Brand-Specific,Unknown,Provided,75,14,6589,
"RT @mention RT @mention Tweet this to register for exclusive passes to events, parties + iPad 2 during #SXSW me liberty and/or a free #sxswpass",Neutral,Brand-Specific,Unknown,Provided,143,25,6590,
RT @mention RT @mention video from the popup Apple store: {link} #sxsw #sxswi,Neutral,Brand-Specific,Unknown,Provided,77,13,6591,
RT @mention RT @mention Walking into the pop-up Apple store is like walking into a future where the iPad is the only type of computer. #sxsw,Neutral,Brand-Specific,Unknown,Provided,140,26,6592,
RT @mention RT @mention We are giving away an iPad 2 to kick off our time down at #sxsw. Just visit our FB page for more info: {link},Positive,Brand-Specific,iPad,Provided,133,28,6593,
RT @mention RT @mention We interrupt your regularly scheduled #sxsw geek programming with big news {link}  #google #circles,Neutral,Brand-Specific,Unknown,Provided,123,18,6594,
RT @mention RT @mention We interrupt your regularly scheduled #sxsw geek programming with big news {link} #google #circles,Neutral,Brand-Specific,Unknown,Provided,122,18,6595,
"RT @mention RT @mention We lose an hour tonight. #SxSW attendees will blame Microsoft, Apple will get credit for fixing it before Christmas.",Positive,Brand-Specific,Apple,Provided,140,23,6596,
RT @mention RT @mention We're co-hosting a cmty mngr meetup w/ @mention @mention @CMmeetup at Etsy Austin space on 6th. 6-8p. Google schwag. Come! #sxsw,Neutral,Brand-Specific,Unknown,Provided,152,25,6597,
RT @mention RT @mention We're not launching any products at #SXSW but doing plenty else. Join us for #H4ckers today {link},Neutral,Brand-Specific,Unknown,Provided,122,21,6598,
"RT @mention RT @mention We're officially at #SXSW! Come by the @mention Grill, mention us w/ #zazzlsxsw and youÛªll get to make your own iPhone case!",Positive,Brand-Specific,Other Apple product or service,Provided,150,26,6599,
"RT @mention RT @mention What Digital Tribes can Learn from Native Americans #DgtlTribe #SXSW Oh, and you can Win an iPad too... 11am at the Hyatt.",Neutral,Brand-Specific,Unknown,Provided,146,26,6600,
RT @mention RT @mention Win an iPad2 by signing up here: {link} #sxsw #wantlet,Neutral,Brand-Specific,Unknown,Provided,78,14,6601,
RT @mention RT @mention Wonder how many iPads they'll sell there? RT @mention Opening a Pop Up Store at #SXSW {link},Neutral,Brand-Specific,Unknown,Provided,116,21,6602,
RT @mention RT @mention Wondering about street closures during SXSW? We made a Google Map to show you: {link} #sxsw #austin,Neutral,Brand-Specific,Unknown,Provided,123,21,6603,
"RT @mention RT @mention Yes, the rumors are true. Come play with @mention on iPad at our booth at #SXSW, exhibit hall 3. #iPad #iPad2 (Under the giant &quot;O&quot;)",Neutral,Brand-Specific,Unknown,Provided,165,29,6604,
RT @mention RT @mention YES! updated iPhone app has song info @mention 24/7 stream +others also live video streaming for #SXSW {link},Positive,Brand-Specific,iPad or iPhone App,Provided,133,22,6605,
"RT @mention RT haha, awesomely rad iPad app by @mention {link} #hollergram #sxsw (via @mention @mention)",Positive,Brand-Specific,iPad or iPhone App,Provided,104,16,6606,
"RT @mention RT: @mention With 150 million mobile users on Google maps, 40% of all Google Maps usage is from mobile devices. #maps #sxsw",Positive,Brand-Specific,Unknown,Provided,135,24,6607,
RT @mention RT: It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},Positive,Brand-Specific,Apple,Provided,129,25,6608,
RT @mention RT@mention Love it. @mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,Positive,Brand-Specific,Apple,Provided,158,25,6609,
RT @mention Rumor at #SXSW that Google will launch a new social network called &quot;Circles&quot;. {link} @mention,Neutral,Brand-Specific,Unknown,Provided,115,17,6610,
RT @mention Rumor of Google launching their new social network called #Circles today at #sxswi #sxsw {link},Positive,Brand-Specific,Google,Provided,107,17,6611,
RT @mention Rumor of Google launching their new social network called #Circles today at #sxswi #sxsw #t3sxsw {link},Neutral,Brand-Specific,Unknown,Provided,115,18,6612,
RT @mention Rumors of an Apple store opening for #SXSW at 6th &amp; Congress. All signs point to yes! {link},Positive,Brand-Specific,Apple,Provided,108,20,6613,
RT @mention Rumours cleared &gt;&gt; RT @mention We're not launching any products at #SXSW but we're doing plenty else. Join us {link},Neutral,Brand-Specific,Unknown,Provided,134,22,6614,
RT @mention Sam has unlocked the TightAssTraveler achievement at #sxsw using Google Maps with Transit instructions.,Neutral,Brand-Specific,Unknown,Provided,115,16,6615,
"RT @mention Saving up for iPad2 photo at Apple Store, #SXSW {link}  by @mention @mention @mention @Dr_Black @jerranalley @tbalinas",Positive,Brand-Specific,iPad,Provided,130,19,6616,
RT @mention Scenes from the Austin SXSW iPad 2 pop-up shop -- here they are arriving! {link} #sxsw #cnnmoneysxsw,Neutral,Brand-Specific,Unknown,Provided,112,19,6617,
RT @mention Scoping venue 4 @mention #CloudCamp #Austin: Valhalla Lounge. great whiskey &amp; beer PLUS Demolition Man Pinball! {link} #sxsw,Neutral,Brand-Specific,Unknown,Provided,140,20,6618,
RT @mention Scored a #mophie juice pack at the #tradeshow #sxsw. Double your iPhone battery!,Neutral,Brand-Specific,Unknown,Provided,92,15,6619,
"RT @mention See a member of our team carrying one of these bags at #SXSW, show them your Wolfram|App &amp; get a W|A iPhone case! {link}",Positive,Brand-Specific,Other Apple product or service,Provided,136,26,6620,
"RT @mention See a member of our team with this bag at #sxsw, show them your Wolfram App &amp; get a W|A case for your iPhone!  {link}",Neutral,Brand-Specific,Unknown,Provided,133,27,6621,
"RT @mention See the new Texas Observer iPad app at #SXSWI 3:30, Sheraton #SXSW",Positive,Brand-Specific,iPad or iPhone App,Provided,78,14,6622,
RT @mention See? So big my links smooshed. Here's Google Realtime for #SXSW {link},Neutral,Brand-Specific,Unknown,Provided,82,14,6623,
RT @mention Selfishness as seen through brands: Mac versus Apple. Apple wins: they are masters at being self-referential  #sxsw,Uncertain,Brand-Specific,Unknown,Provided,127,19,6624,
"RT @mention Send the waaaambulance RT @mention No, I didn't get an iPad 2 :( No, I'm not at #sxsw :( Yes, I am depressed :(",Neutral,Brand-Specific,iPad,Provided,123,26,6625,
"RT @mention SerÌÁ cierto? RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today rww.to/f6BCEt #sxsw",Neutral,Brand-Specific,Unknown,Provided,130,19,6626,
RT @mention Server Challenge is a huge hit at #sxsw! Come by booth 400 to try your hand. Win an iPhone 4 bottle opener case by beating 2 mins.,Neutral,Brand-Specific,Unknown,Provided,142,29,6627,
RT @mention Setting up a pop up shop @mention #SXSW was the smartest move for the iPad IMHO  | Developers Matter the Most for iPad 2 -  {link},Positive,Brand-Specific,iPad,Provided,142,28,6628,
RT @mention Shhhh... the Promo Code for the iPad 2 Giveaway is SXSW2011 #SXSW Web Developers can be #winning too!... {link},Neutral,Brand-Specific,Unknown,Provided,123,21,6629,
"RT @mention Shiny new @mention @mention @mention apps, a new @garyvee book, pop-up iPad 2 stores... #SXSW is Christmas for nerds.",Neutral,Brand-Specific,Unknown,Provided,129,21,6630,
"RT @mention Shoe on other foot. Newspapers always chasing young readers. At #SXSW, young developers pack panel on iPad design for boomers. #yourmom",Neutral,Brand-Specific,Unknown,Provided,147,23,6631,
RT @mention Shut. Up. RT @mention It's not a rumor: Apple is opening a temp store in downtown Austin for #SXSW &amp; the iPad 2 launch. {link},Positive,Brand-Specific,Apple,Provided,142,27,6632,
RT @mention Sketchily lurking @mention big boi #sxsw concert on iPhone business with 8am HARD (read: massive announcement) deadline. #lovemyjob @mention,Neutral,Brand-Specific,Unknown,Provided,152,21,6633,
"RT @mention Slides from #SXSW talk, &quot;iPad Design Headaches &quot; {link} #tapworthy . Really interesting for designers as well.",Negative,Brand-Specific,iPad,Provided,132,19,6634,
RT @mention Smart company. RT @mention It's not a rumor: Apple opening up a temporary store in downtown Austin for #SXSW &amp;iPad 2 launch bit.ly/g03MZB,Positive,Brand-Specific,Apple,Provided,153,25,6635,
RT @mention smart! Apple opens a pop-up store in Austin so people in for #SXSW can get new iPads. bit.ly/i41H53 (via @mention @mention,Positive,Brand-Specific,Unknown,Provided,134,23,6636,
"RT @mention Smartphone breakdown at #sxsw (unofficial) - 98.5% iPhones, 1% Android, .03% Blackberry, .02% Symbian / Windows / Other",Positive,Brand-Specific,iPhone,Provided,131,20,6637,
RT @mention Sneak peak of the Google exhibit at the #SXSW trade show  {link},Neutral,Brand-Specific,Unknown,Provided,76,14,6638,
"RT @mention Snotty Dbag at #sxsw &quot;actually, its android. Droid is a brand name. There's a difference&quot; die.",Neutral,Brand-Specific,Unknown,Provided,116,18,6639,
RT @mention So @mention just spilled the beans: next platform for Flipboard is the iPhone. Team started working on it. #sxflip #SXSW #SXSWi,Neutral,Brand-Specific,Unknown,Provided,139,23,6640,
RT @mention So @mention just spilled the beans: next platform for Flipboard is the iPhone. Team started working on it. #SXSW,Neutral,Brand-Specific,Unknown,Provided,124,21,6641,
RT @mention So #SXSW is cool. I strike up a conversation with a bloke who happens to work for The Guardian &amp; a few hours later... {link},Neutral,Brand-Specific,Unknown,Provided,140,27,6642,
RT @mention so awesome! RT @mention knitted staircase in attendance at #sxsw party tomo 7pm hosted by @mention &amp; @mention {link},Neutral,Brand-Specific,Unknown,Provided,132,21,6643,
RT @mention So it appears Apple is opening a pop up store in Austin for #sxsw - the employees were trying to hide it. The Beechwood tables gave it away.,Neutral,Brand-Specific,Unknown,Provided,152,30,6644,
RT @mention So many Google products. isn't it time to  transition them down the chain and into  features? But features of what product? #SXSW,Uncertain,Brand-Specific,Unknown,Provided,141,24,6645,
"RT @mention So the big buzz this year at #SXSW, iPad 2, of course, and Group chat/text services like Group Me or Yobongo. Now you know. #fb",Neutral,Brand-Specific,Unknown,Provided,139,27,6646,
RT @mention So where's the apple store in Austin for #SXSW?,Neutral,Brand-Specific,Unknown,Provided,59,11,6647,
"RT @mention So, are you a kickass #iPhone developer? Are you at #SxSW. Want to do something cool? Follow me and shoot me a note.",Positive,Brand-Specific,iPhone,Provided,128,25,6648,
RT @mention Someone at #SXSW needs to host a race between the SMS apps for iPhone pink slips. Or probably something much cooler th ...,Positive,Brand-Specific,Unknown,Provided,134,25,6649,
RT @mention Sound of My Voice was shot exploiting Apple &amp; Best Buy's 14-day return policy on iMacs. Brilliant. #sxsw,Neutral,Brand-Specific,Unknown,Provided,120,20,6650,
RT @mention Soundtrckr featured by @mention @mention as a Must-have for #SXSW {link},Positive,Brand-Specific,Unknown,Provided,84,13,6651,
RT @mention South by Southwest 2011 #Android app released {link} #SXSW #SXSWi #SXSWedu,Neutral,Brand-Specific,Unknown,Provided,86,13,6652,
RT @mention Spark for #android is up for a #teamandroid award at #SXSW read about it here: {link},Neutral,Brand-Specific,Unknown,Provided,97,18,6653,
RT @mention speaks truth: Watched #Apple staff at the temp #sxsw store just high five entire long line and facepalmed. Ugh. #LongLinesBadUX,Negative,Brand-Specific,Apple,Provided,139,22,6654,
"RT @mention Spearheading #Japan Disaster Relief From #SXSW Via #Twitter &amp; #iPhone (#socialgood #philanthropy)
{link}",Neutral,Brand-Specific,Unknown,Provided,120,15,6655,
RT @mention Spent the aftrnoon on a frozen lake photographing my brother Scott &amp; the @mention team. Catch them at #SXSW ths weeknd.  {link},Neutral,Brand-Specific,Unknown,Provided,143,24,6656,
RT @mention SPIN Play - a new concept in music discovery for your iPad from @mention &amp; spin.com {link} #iTunes #sxsw @mention,Positive,Brand-Specific,iPad or iPhone App,Provided,129,22,6657,
RT @mention Spotted at #SXSW: Man in need of an iPad (2?) ÛÒ {link} #sxswi,Positive,Brand-Specific,iPad,Provided,75,15,6658,
"RT @mention Standing at the top of the steps (right side coming out onto patio). Come and say, &quot;What's up, Android?&quot; #TeamAndroid #sxsw",Neutral,Brand-Specific,Unknown,Provided,145,23,6659,
RT @mention standing on a long line surrounded by unemployed techies from brooklyn!  am i at #sxsw or at the apple store on 5th ave waiting for ipad?!,Neutral,Brand-Specific,Unknown,Provided,150,28,6660,
"RT @mention Startups at #SXSW, @mention is giving away free hosting. Fill out this and @mention me for a chance to win. {link}",Neutral,Brand-Specific,Unknown,Provided,126,23,6661,
RT @mention Still thinking about how awesome the  #smileyparty was at #SXSW and how they are going to give me an iPad! #please,Positive,Brand-Specific,iPad,Provided,126,23,6662,
RT @mention Stop by and let us make you a custom iPhone case! #zazzlesxsw #Sxsw #sxswi {link}  {link},Positive,Brand-Specific,iPhone,Provided,101,18,6663,
RT @mention Stop killing trees! RT @mention New post: Business cards are dead: Send me your card via Hashable at #SXSW {link},Neutral,Brand-Specific,Unknown,Provided,125,22,6664,
RT @mention Strange how little Japan news penetrates #SXSW bubble. Only bar TVs on CNN suggest anything .. than iPad 2 is going on.,Neutral,Brand-Specific,Unknown,Provided,131,24,6665,
RT @mention Strange how little Japan news penetrates #SXSW bubble. Only bar TVs on CNN suggest anything more important than iPad 2 is going on. #fb,Positive,Brand-Specific,iPad,Provided,147,26,6666,
RT @mention Strong rumours abt Google unveiling a new social network called 'Circles' at  #sxsw  Does look interesting: {link},Positive,Brand-Specific,Other Google product or service,Provided,126,19,6667,
RT @mention Style X &amp; @mention - brethren #SXSW pop-ups! ://m.theatlantic.com/technology/archive/2011/03/apple-sets-up-temporary-megastore-at-sxsw/72296/,Neutral,Brand-Specific,Unknown,Provided,157,11,6668,
RT @mention sure to be a total scene! RT @mention Just spoke with the Austin Apple store. They are cautiously optimistic. #nerd #sxsw,Neutral,Brand-Specific,Unknown,Provided,133,23,6669,
RT @mention Surprise! Apple has opened a pop-up store in Austin so that the nerds in town for #SXSW can get their new iPads. {link} #cnet,Neutral,Brand-Specific,Unknown,Provided,137,26,6670,
RT @mention Surprise! Apple opened a pop-up store in Austin so that the nerds in town for #SXSW can get new iPads. {link} #cnet,Neutral,Brand-Specific,Unknown,Provided,127,24,6671,
RT @mention Surprised local news in Austin hasn't mentioned traffic implications of the Apple pop-up store that launches today at #SXSW,Neutral,Brand-Specific,Unknown,Provided,135,21,6672,
RT @mention Survive #SXSW with @mention Live Music App for iPhone and Android {link},Neutral,Brand-Specific,Unknown,Provided,84,14,6673,
"RT @mention Sweet, Apple's opening a pop-up shop in the Scarbrough Building on Congress for the iPad 2 - {link} /via @mention #sxsw",Positive,Brand-Specific,Apple,Provided,131,23,6674,
RT @mention Sweet! I got the iPad too! That's a nerd joke!  #SXSW,Neutral,Brand-Specific,Unknown,Provided,65,13,6675,
RT @mention SXSW 2011: Novelty of iPad news apps fades fast among digital delegates {link} #SXSW,Negative,Brand-Specific,iPad or iPhone App,Provided,96,16,6676,
RT @mention SXSW attendees! Come see #Aquent booth 1415 #SXSW trade show. You might win iPad 2!,Neutral,Brand-Specific,Unknown,Provided,95,17,6677,
RT @mention SXSW Gets Its Own Apple Store {link} #atx,Positive,Brand-Specific,Apple,Provided,53,10,6678,
RT @mention SXSW Quotables are giving away an iPad 2 today - all you need to do is sign up at {link} to be entered automatically. #sxsw,Neutral,Brand-Specific,Unknown,Provided,135,27,6679,
RT @mention SXSW Recap Day 4 It's Greaaat? Exploring Brand Mascots in the Digital Age - {link} #sxsw #HOTSHEET,Neutral,Brand-Specific,Unknown,Provided,110,19,6680,
"RT @mention Team heading to Big Boi show, thanks to @mention crew.  RT and find the owl for free tattoo {link} #sxsw",Neutral,Brand-Specific,Unknown,Provided,116,22,6681,
"RT @mention Team heading to Big Boi show, thanks to @mention crew. RT and find the owl for free tattoo {link} #sxsw",Neutral,Brand-Specific,Unknown,Provided,115,22,6682,
RT @mention Temp Apple Store 6th St  Austin #sxsw closed for night &quot;they're out of stuff' says Austin cops barring the door!,Negative,Brand-Specific,Apple,Provided,129,22,6683,
RT @mention Temp Apple store is killing it in Austin. Selling out early EVERY day. #sxsw,Positive,Brand-Specific,Apple,Provided,88,16,6684,
"RT @mention Temporary #apple store is def not a tent, it's a powerhouse gym #SXSW  {link}",Positive,Brand-Specific,Unknown,Provided,89,16,6685,
RT @mention Temporary #sxsw apple store. Apple being sneaky as usual  {link},Negative,Brand-Specific,Apple,Provided,76,12,6686,
RT @mention Test Drive an Xperia Play with @mention and @mention  details here: {link} (at least some of them) #Android #sxsw,Neutral,Brand-Specific,Unknown,Provided,125,21,6687,
RT @mention Texas Observer Tomlinson says they would double revenue per issue with iPad subscriptions. #newsapps #sxsw,Neutral,Brand-Specific,Unknown,Provided,118,17,6688,
RT @mention Text &quot;SXSW&quot; to 24587 for chance to win iPad! Drawing 3/17 at Friends #SXSW. Must be present to win! See ya there! {link},Neutral,Brand-Specific,Unknown,Provided,142,25,6689,
RT @mention Thank you for these! RT @mention Public notes for &quot;5 steps to bulletproof UX strategy&quot;: {link} #sxsw #rhjr_ux5. Via @mention,Neutral,Brand-Specific,Unknown,Provided,146,22,6690,
RT @mention Thank you to @mention for letting me test drive a car to the Apple store. Now lets hope that they can fix my phone!! #sxsw,Neutral,Brand-Specific,Unknown,Provided,134,27,6691,
RT @mention Thank you! :) RT @mention Just picked up @mention book: Killer Photoes with your IPhone! #SXSW #sxswchi  {link} #SXSWi,Positive,Brand-Specific,iPhone,Provided,130,21,6692,
"RT @mention Thanks for the free #SXSW mix :) RT @mention ... 20+ artists you have to hear, free sampler {link}",Neutral,Brand-Specific,Unknown,Provided,110,21,6693,
"RT @mention Thanks RT @mention If you're trying to contact friends or family in #Japan, @mention has created a person finder: {link} #SXSW",Neutral,Brand-Specific,Unknown,Provided,138,23,6694,
RT @mention Thanks to @mention for publishing the news of our new medical Apps in the #sxswi conf. blog {link} #sxsw #sxswh #mhealth,Neutral,Brand-Specific,Unknown,Provided,132,23,6695,
"RT @mention Thanks to everyone for making it a great day in the shop today. if you're in Austin, come by and see us tomorrow {link} #sxsw",Neutral,Brand-Specific,Unknown,Provided,137,27,6696,
RT @mention Thanks to Heathcare Digital @mention for publishing the news about our new Medical Apps showcased at #SXSW {link} #sxswh,Neutral,Brand-Specific,Unknown,Provided,132,21,6697,
RT @mention The @mention / @mention party was without a doubt the best party I've ever been to in #SXSW. Well done!,Neutral,Brand-Specific,Unknown,Provided,115,22,6698,
RT @mention The @mention iPhone app is unreal. Just clicked on the location of #LeanStartup &amp; had a person there tell me there are still seats. #sxsw,Positive,Brand-Specific,iPad or iPhone App,Provided,153,27,6699,
"RT @mention The #CNNGrill is celebrating #piday with pecan, apple and strawberry rhubarb pies. Let the circumferences begin! #SXSW #SXSWI",Neutral,Brand-Specific,Unknown,Provided,137,20,6700,
RT @mention The #iPad 2 Takes Over #SXSW [VIDEO] - {link} #sxswi,Positive,Brand-Specific,iPad,Provided,64,12,6701,
RT @mention The #iPad 2 Takes Over #SXSW [VIDEO] /by @mention {link},Neutral,Brand-Specific,Unknown,Provided,68,12,6702,
"RT @mention The #iPad 2 Takes Over #SXSW [VIDEO]: {link} via Mashable
#apple",Positive,Brand-Specific,iPad,Provided,76,13,6703,
