id,date,text,target
6311,4/7/2009,is it night everywhere? or any daylight there.. ,1
6312,4/18/2009,"@herodesign haha yes, that was our white car. Donut wheel back to buffalo ",1
6313,5/31/2009,@christylb65 can't wait to see! ,1
6314,6/15/2009,Time Capsule time - @photojojo http://bit.ly/Fn9lQ  some moo action in there ,1
6315,6/1/2009,"@addtwist yum, strawberry pie sounds good! I am having major sugar cravings today ",1
6316,4/20/2009,@audaciousgloop  You avoid bandwagons? Better steer clear of me - I'm definitely a wheel on one of those ,1
6317,6/2/2009,@JaredMontz It should be noted I was one small part of a much larger team... I didn't make it myself ,1
6318,6/1/2009,ah! youtube is on site matience right now... i hate this... its ok. i'm in the middle of some art... ,1
6319,6/1/2009,"Last day in Tel-Aviv, gotta make it a good one  On my way to my grandma's house, then to pay respects at my grandpa's grave.",1
6320,5/31/2009,God the mtv movie awards suck....why do we encourage this crap?? eminem rocked though ,1
6321,5/31/2009,@Pierre_Julien the actual martini glass-cat fiasco happened at 3. i didn't get around to tweeting till 4. ,1
6322,6/16/2009,@Char_SOS woooo awesome  i can't wait to see them  x,1
6323,6/1/2009,blue dolphin with elaine  then mote,1
6324,5/16/2009,"I go to sleep, see you ",1
6325,5/18/2009,@rpallen  I've started to enjoy bike maintenance too. Sad I know.,1
6326,6/1/2009,@McRiddlahpants well at work at least.. and you won't be useless since you are going to be the dj/directions/map bitch ,1
6327,5/31/2009,@cwtsh Helloooooooooooo! Glad you got some time out in the sun yesterday ,1
6328,5/30/2009,@Di_McD @chriscornell Id say go to bed and rest before ,1
6329,6/1/2009,I love bbqs  lol chillin with my faves&lt;3 hco interview tomorro :O pray 4 me ,1
6330,5/30/2009,@roudy4561 hahaha cool!....u n ur friend r so funny ,1
6331,5/17/2009,@Merrygoldalways Yeps were they tlkin bwt Marvins Tracksuit Bottoms Lol  Yeah i Wish i Went to that school ! x,1
6332,6/7/2009,"@GADisneyMom WOW - hope you have/had fun at WDW! Wish I was there, too ",1
6333,6/3/2009,@markhoppus hey come to mexico city!! ,1
6334,5/31/2009,loves when new friends join other networking sites!    ,1
6335,6/6/2009,@YoungQ ROB!!!! I'm in Camden!!!! ,1
6336,6/15/2009,Right... off to get ready to go to befast with mum... tweet later! Have a nice day everybody! ,1
6337,6/16/2009,she changes... i can see it clearly.. ,1
6338,5/31/2009,"EAT FROM THE WANDERING WIENER in Cal Anderson Park  so sweet, so YUMMY",1
6339,6/2/2009,"@hot30 http://twitpic.com/22wsm - argh,.. i LOVE short stack! you guys are lucky  lol shaun in his thongs haha ",1
6340,6/2/2009,Waiting for my snackwich to toast. Yum. ,1
6341,5/18/2009,"The hit list is great, at nothing beats the simplicity of SimpleTask. ",1
6342,4/18/2009,Eating Thai food. My favorite. ,1
6343,5/28/2009,I wanna be your babydoll. ,1
6344,6/6/2009,"@joshunfried actually, that's pretty cute.  I'm impressed, I know who to call for this from now on!  Thanks.  ",1
6345,5/10/2009,..back home ,1
6346,6/6/2009,Just got home from Lisa and James' wedding. What a night. ,1
6347,6/3/2009,"@FreeHearted oh woah gotta show me! What'd you get? Yeh, gotta love the parentals You workin july 3rd? we fly out at 2pm that day ",1
6348,6/7/2009,@greythornberry  You go girl! ,1
6349,6/7/2009,@scottgal Cool!  I have read Pushing Ice and Century Rain.  Have not gotten to his others yet as I find they absorb my time.  ,1
6350,5/31/2009,must stop ranting/preaching now.. sorry ,1
6351,4/19/2009,Hope the fix for my laptop works until quad-core Mbp's arrive. ,1
6352,6/1/2009,@officialSusanB  xx,1
6353,5/28/2009,http://twitpic.com/664cp - And Europe too ,1
6354,6/2/2009,@AmyyVee see? I'm not the only who thinks the bike looked cool. ,1
6355,6/15/2009,@MissFranniHeitz no  today in the city!!!,1
6356,4/19/2009,@mileycyrus goodmorning miley!! rome looks beautiful today  see you around,1
6357,6/15/2009,"@BostonMaggie happy #militarymon, i see you are doing it big this am ",1
6358,5/14/2009,being a diehard is a tough tough job  hahah with luisa drooling about archie and our long but real lucky day!,1
6359,6/3/2009,"@neskaya we'll see, you never know ",1
6360,5/22/2009,@JamesR87 @Resuri88 What did I miss? ,1
6361,6/1/2009,oh the joys of a normal work day.. ,1
6362,5/30/2009,"@dragoncalledk I didn't mean the back of ur head was boring, I meant I liked it! ",1
6363,6/7/2009,@Spidersamm your a 'pretty man' then. ,1
6364,5/13/2009,OMG Jerry Bruckheimer just started his Twitter account!!! Hv faithfully joined him as a follower .... ,1
6365,5/29/2009,@styleunveiled Thank you!  I would love that!!  What are you interested in showcasing??  ,1
6366,6/6/2009,@valska yeap. That's me ,1
6367,5/30/2009,@carmenoh ok thank you Fred Mertz ,1
6368,5/29/2009,Last day of high school!  Both my kids are all grown up.  Now if they'd just act like it. ,1
6369,6/15/2009,@familytreewritr I like the way I can interconnect with other genealogists... but I'm not sure I always like the 140 characters or less ,1
6370,5/17/2009,100 followers here we come.  2 to go.,1
6371,6/7/2009,@sandwichgirl24 happy shopping ,1
6372,5/26/2009,importing songs on itunes.....somebody teached me how 2 do it ,1
6373,6/6/2009,@Mrbosslady yay!!!! Well done! You're gonna be a superstar director in no time ,1
6374,5/30/2009,@nanavette Just wanted to hi..but good night! I hope I get to talk to you tomorrow  How's Pocket Edward? Mine just chills.all the time lol,1
6375,5/2/2009,"@maxcutler I'm with you sir, it's a good post. The 20-80% orig. reminded me of the rule for creative work at @google ",1
6376,6/15/2009,@joeymcintyre That's so sweet!  What a cute picture ... little Joey Joe     Good memories... Joey Joe is what I used to fall asleep to! ,1
6377,5/4/2009,I must have just missed @Slackadjusterr @Markinark &amp; I guess I scared @ARealRedneck &amp; @SilverSurfer_TX off...  Sorry,1
6378,5/26/2009,@DelaneLyn  listed at least 10 other hotels near ones i picked each night so u can pick and added where food and fun is  yes i rule i know,1
6379,5/10/2009,It's Mother's Day! Went out to lunch to celebrate and then went shopping for a gift for my mom ,1
6380,4/21/2009,"@Miss_Bellatrix what have u got so far? I'm slowly getting into colour theory   brown &amp; fuschia, ya?",1
6381,6/6/2009,"Thanks @brentemery, @chrisrpatterson and @mlpatterson!  I'm getting nervous!!  ",1
6382,5/30/2009,@JonathanRKnight  I'm sure it's very Grueling long hours bein' an NK...very demanding i'm sure!! ,1
6383,5/13/2009,No problem @MauricioAlberto Keep up the great tweets! ,1
6384,6/7/2009,@juliehancock32 if cigs are $12/pk u don't have to bring home any to me.I'll go ahead &amp; take a cute irishman instead. ,1
6385,5/9/2009,Rescued two adorable pit mix pups today.  LC and Brody.  Looking to adopt?  E-mail me for more info and pics!  ,1
6386,5/30/2009,@VENKSH glad to see you alright! be careful man.. ,1
6387,6/6/2009,@brynconlan ,1
6388,4/18/2009,"i love being a makeup artist......get to work with the most amazing people, while being creative at the same time ",1
6389,6/2/2009,Oh happy sunshine day! My creative juices are overflowing ,1
6390,5/26/2009,@Audrey_T Thank you!! ,1
6391,5/29/2009,"@medxcentral Oh, smart = not me. i should've done entire HD. this is your friendly reminder then ",1
6392,6/1/2009,is just taking life as it comes ,1
6393,4/19/2009,@IrCheryl HI CHERYL ,1
6394,6/7/2009,@bethsavoy casey makes an awesome sweet tea ,1
6395,4/18/2009,"@anjinpradhan wow, u r growing up. ",1
6396,6/15/2009,"@imario360 i completely agree, i keep thinking that the worst is over and waiting to see whats ahead ",1
6397,6/3/2009,1kg steaks tonite luke imma make u my bitch ,1
6398,6/6/2009,about ready to head off for the weekend. [i.love.him] excited!!! conecerts on 10th &amp;&amp; 15th! &lt;3 sooo pumped up!!! hyper ,1
6399,5/30/2009,"@rebecca_f yes, I went to Alemany last weekend it was great. I need to go back &amp; get apricots for jam next week. Loved it ",1
6400,5/26/2009,"ohh, that angel game wore me out! bed time  funeral tomorrow |: text me. http://twitpic.com/61grt",1
6401,5/30/2009,good morning  hopefullyy i'll get to go swimming today!,1
6402,6/15/2009,@Mitchxx anything for you honey  xx,1
6403,6/15/2009,HR Offsite at the Indigo Hotel.  swanky ,1
6404,5/17/2009,"@McMedia  Oh I love to walk in a beautiful place. So great for the soul ! Btw-Nice to meet you Sandi, love meeting new ppl! ",1
6405,6/2/2009,just finished making myself a new pencil case. it has giraffes on it   ,1
6406,4/18/2009,Y Do people do Private Things In Public? Y do people want Attention So bad even when its Negative! @ the Underground Mall in ATL ,1
6407,5/22/2009,@DarrenSproat Thanks for the #followfriday! ,1
6408,5/3/2009,"like any normal 25-year-old guy, i'm spending the day at my piano  goal: write a two-voice prelude... nothing super extravagant.",1
6409,5/22/2009,@superbaird @techdyke 'world is 3bn yrs old' - love it! such a good point ,1
6410,6/15/2009,@Rootedinstyle thanks love! good morning to you ,1
6411,6/2/2009,@Hedgewytch hee hee hee! Still hiding under the duvet - come on up and at it! ,1
6412,6/15/2009,"T says he loves me more than chocolate, than peanut butter, or the whole, wide world. ",1
6413,5/17/2009,"Just purchased Anastasia Prikhodko - Mamo, first #eurovision song I have ever really liked...apart from Lordi  big fan ",1
6414,5/30/2009,Wow  that was. I'm speechless! Nightt,1
6415,6/15/2009,@m4s we've quite strong local community of rap talent. Just need to be heard  http://bit.ly/BZIzK,1
6416,6/1/2009,"@kyleindenver LOL reread your second to last Tweet to me.  I'm just sayin.  K, goodnight!!! Margs soon!",1
6417,5/17/2009,"la la land by @ddlovato! your voice is completly unique, amazing! I love her voiceeeeeeeeee! ",1
6418,6/7/2009,Get your converter box by Friday or the workd will end!  ,1
6419,5/30/2009,Century Room last night was so eventful ! Tonight should be a blastttt as usual ,1
6420,5/10/2009,@PinkyNKOTB hi I'm ok   still not feeling great  ,1
6421,6/6/2009,"@bwness i think na cut. HAHA As in, INSIDE THE OCEAN PARK?? ",1
6422,5/30/2009,bye tweeps i wanna eat my lunch first ,1
6423,6/16/2009,"@theroguegirl Hey there, how are you today? *waves madly back* Oh, and big smiles right back atcha. Hope you're having a great day!! ",1
6424,5/17/2009,disney movie marathon all night ,1
6425,6/6/2009,@jemima_blue depends on the weather also ,1
6426,6/1/2009,"In my garden, chillin', going to the gym later ",1
6427,6/5/2009,Its friday! ,1
6428,4/7/2009,Free indie label sampler records at Amazon?  You gotta be kidding me.  ,1
6429,6/1/2009,@whoisray We will agree to disagree ,1
6430,5/17/2009,"@PopVoxx Oh I will be in LA very very soon, most likely for good! I miss my city! ",1
6431,5/21/2009,When you guys see these picture$$$$$$..don't judge me. Its just a 24 y.o. having fun with his friends. I'm just me and just like u. ,1
6432,6/1/2009,@vince_palko I got home to find out today's only mail is a book called &quot;Tackling Life's Problems&quot;  i busted out laughing reading the intro,1
6433,5/10/2009,Finally came around to shorten my Twitter username from @pascalfinette to @pfinette. If you follow me - no need to change anything. ,1
6434,5/2/2009,@deon Tell me about it  Re : Sharing TU,1
6435,6/15/2009,@baby_licy Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip ,1
6436,6/15/2009,@mileycyrus What brings you to Savannah? I love it there! Lots of good shopping on the strip! Don't forget to check out the Starbucks! ,1
6437,5/30/2009,@DavidArchie y r u on eharmony... i'm sure a lot of ppl would line up to date you ,1
6438,6/2/2009,http://bit.ly/SeXd0  enough said. ,1
6439,4/21/2009,Hopefully going for a cruise with Karl and the boys. I need to socialise ,1
6440,5/29/2009,@sollatina Soto Mayor girls looks hot. He needs to give up the church and go do his thing... we are human and we have needs ,1
6441,6/7/2009,asks for HELP.  Anybody can give me links to local online shops? (Multiply) Sister needs it for RPN 9.. THAN... http://plurk.com/p/z30x4,1
6442,6/3/2009,@iamrah I just opted for the Sangria...if that's alright?  How are you my love?,1
6443,6/7/2009,"@Chrissie1992 the one i looked at was just rain on tues but apart from that, quite sunny. ",1
6444,6/15/2009,@infinity_412 Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip ,1
6445,6/7/2009,@taylorswift13: i love you! im rocking out right now to &quot;change&quot; its such a good song! ,1
6446,6/15/2009,"getting ready to go to the game...everyone should come, there are fireworks tonight ",1
6447,6/16/2009,im with BECKKKYY yayyyy shes a glitter freak and we did our makeup with colored lipgloss and then cuoldnt get it off  we have 2 much fun,1
6448,6/2/2009,"@missmadison Ya, I guess you have a strong point ",1
6449,6/15/2009,@AlternationBand hahaha God certainly is humourous ;) &amp; praise God for the smooth exit out of msia! ,1
6450,6/6/2009,I love having a friend who doesn't mind me sending him Lolcats. ,1
6451,6/16/2009,oh? i guess i'll go ask pi then. or ryo. or koki. i'm sure they'd be more than willing. lend me your phone? i've got a few calls to make. ,1
6452,6/5/2009,My computer at home is down so I wont be on youtube or twitter til LATERRR  Sorry dudes!,1
6453,5/30/2009,by the pool ,1
6454,6/15/2009,@feblub not bad - got this week off so am just doing bits and pieces lol ,1
6455,6/7/2009,Watching Jenson Button on his way to another win and a step closer to being world champion ,1
6456,5/22/2009,"cause if you do, people around you would just think your drunk and call the police or something ",1
6457,6/7/2009,Going to church...then grilling this afternoon. Good day for it - HOT! Maybe we'll go for a swim!  ,1
6458,5/26/2009,@lovelyslyons This has to be the record of how long I stayed on here too...Well nite nite ,1
6459,4/18/2009,the funniest thing ive ever seen in my life is jaime and john dancing salsa.... ,1
6460,5/31/2009,My roomie is back   We're buying a pool tomorrow!!! And I still need a job.. lame! Don't Graduate! It sucks!,1
6461,5/26/2009,loves catching @sthorwall at odd hours ,1
6462,5/28/2009,Woodley is so cute. The &quot;I don't wanna split up!&quot; bit with the flowers is adorable ,1
6463,6/1/2009,hear the carnival songs ,1
6464,6/7/2009,@ngowers Crusha Raspberry Milkshake... Best drink in the world ,1
6465,5/29/2009,@jackmcbrayer that's a pretty neat suit. ,1
6466,5/18/2009,AC test then billy mays speech ,1
6467,4/19/2009,"On our way home, to introduce Ava to her new digs! And her new dog ",1
6468,5/18/2009,Because ur an old man man my friend.  lol Just kidding.......,1
6469,4/20/2009,@sawickis Going crazy ,1
6470,5/16/2009,"Ok I'm really goin 2 sleep! LOVE, PEACE and HAIR GREASE lol! ",1
6471,6/2/2009,skype and gmail in one day--thank god i am a fast learner ,1
6472,6/15/2009,@howard61 ....and the wine.  Unfortunately I'm not allowed wine for 24hrs. I think that's the worst pain!,1
6473,6/6/2009,i seriously start off my morning with some @ryan_leslie in my ears.. im just noticing this... i digg ,1
6474,6/15/2009,Back in Nashville  sleepover with allison dave mike and colin,1
6475,5/31/2009,@lvlysunshine good night. Happy trails. ,1
6476,6/7/2009,Just appeared on TV. On channel 7 if you thought you saw us ,1
6477,5/30/2009,"On the beach, soaking up rays, cooler of Corona...life is good ",1
6478,5/30/2009,@Angeldream05 haha. you too  talk again soon hopefully ,1
6479,6/15/2009,budgeting is hard... im not even married yet lol oh well hopefully by then ill get good at it ,1
6480,5/3/2009,Sitting in the sun waiting for the bus ,1
6481,6/1/2009,heyy! just got a twitter thing!  funnn!,1
6482,5/17/2009,it just hit me that a year from now will be MY graduation. I can't stop smiling!!! ,1
6483,6/5/2009,Happy client...has neuropathy and walked out of here without any pain!  ,1
6484,5/29/2009,"@victoriax3jonas @jarrodsgirl hahaha, thanks guys ",1
6485,6/1/2009,@mitchelmusso Omg you should deffinatley come to England  that would be ossum  cant wait to buy the album  its gonna rock!! xx,1
6486,6/2/2009,i have decided that im gonna buy a hugonic adam lambert poster for my room  hehe noone cares that hes gay!!! well i dont at least!!!!!,1
6487,5/31/2009,@wabagoo mcr songs will do that  #MCRchat,1
6488,5/17/2009,I Love myself &amp; I shine my light &amp; ignite others TY I'm sorry pls 4give me I love me ,1
6489,4/19/2009,"is going out to the garden with her cup of tea  mm, byee!  (LL)",1
6490,5/31/2009,Birthday is coming up in a few days ,1
6491,6/2/2009,Has just joined Twitter.. It better be good! ,1
6492,6/2/2009,@liors no it`s taken from an hotel roof. ,1
6493,6/3/2009,"Watch Supernews: so, so funny. Youtube it ",1
6494,5/2/2009,"@keaneiscool Definitely cool re-meeting you last night as well, man! ",1
6495,5/18/2009,@tmm1 please check http://bit.ly/nVZTK for the redis socket issue. I believe it's a nice solution ,1
6496,5/14/2009,@StephanieMxx Honestly you wouldn't bless them if you had them for an hour!! Nice boobs by the way ,1
6497,5/30/2009,im backk from vacation. ahhh ive missed you england ,1
6498,5/30/2009,ahhh new take cover song!!!! ,1
6499,5/17/2009,@sundaysocial Awwww now I'm having flashbacks to my Commodore 64 version of 'Give Us A Break' - had to use space bar to pot a ball ,1
6500,5/30/2009,"Welcome, spambot/spammer @goodura , you are my 1,200th follower. ",1
6501,5/10/2009,3 days till my birthday   Happy Mothers day to my Mom!,1
6502,5/31/2009,Has had a fantastic day ;) I'm feeling happy and relaxed.. And looking rather Brown following lying in the sun all day ,1
6503,4/20/2009,@johncmayer People who tell you you smoke pot just don't have an imagination. Thanks for keeping mine alive ,1
6504,6/15/2009,"@FirstDigg hey, thanks for the follow  Enjoy! I am exploring the first digg.. &gt;.&gt; But exactly how can I use that?",1
6505,6/3/2009,schedule alert: thought i'd give heads up since i know i wont be on SL saturday!! this way u can plan ahead ,1
6506,4/6/2009,@i140 I hope that Scentsational doesn't get dissed ,1
6507,6/5/2009,@Jayde_Nicole follow meeeeeeeee! ,1
6508,5/18/2009,"@fundir im swamped here too, just try to smile a little ",1
6509,6/1/2009,@KarinnaZ Thanks for the awesome Carl Sandburg quote. ,1
6510,4/19/2009,"@jbaruch Cool, thanx ",1
6511,6/3/2009,@glennbeck buyers remorse.. know it well.. return what you don't like.. why let $ be wasted when it can be reused? Glad you are a tweeter ,1
6512,6/16/2009,golf scramble with the girls ,1
6513,6/1/2009,Hannah Montana Season 1 People Who Use People ,1
6514,4/19/2009,@shyamnaren : will be updating often ,1
6515,5/18/2009,The beginning of the last week of school.. ,1
6516,6/6/2009,Surfing with Pastor Matt Smith of Barrabas Road in La Jolla.  Great time of fellowship... And good waves.  ,1
6517,6/15/2009,@bbhgeneral08 all them 'o's tho? ,1
6518,5/22/2009,Picking up my Sheepshape sock yarn while in London and touring round the knitting shops also ,1
6519,5/1/2009,wondering why this world is so fucked. Really have faith the youth today will assist in a better world  no pressure LOL,1
6520,5/2/2009,watching Fav Nephew Koby &amp; kids participate in card tricks. I LOVE kids. ,1
6521,6/6/2009,@IJCopon925 too bad. it's well worth it. I have work in the morning too.  but I should be done the book by 2.,1
6522,4/6/2009,@ALBinLA.  I was just thinking about you tonight!  You have to let me be the first to interview you're a famous super star ,1
6523,6/7/2009,@m_callahan have fun at the parties  don't get too drunk :p,1
6524,6/15/2009,This is what I do  --&gt; http://twitpic.com/7ikmk,1
6525,6/1/2009,"@strandsofpearls I just went today.  Sobrang excited.  After I saw what he drew, my heart stopped skipping beats!  I'm so in love.  ",1
6526,6/3/2009,"Okey; last tweet of the day, just wanted to show you this--&gt;   http://yfrog.com/7gtaej",1
6527,6/6/2009,@VegasBound95 i woke up at nine and got 9 hours of sleep ,1
6528,6/7/2009,@ItsScot Checking out the other links you sent...Thx!! Will let you know what I think... ,1
6529,5/29/2009,"&quot;Up&quot; was the first truly great narrative of 2009! Star Trek was fun, but Up grabbed the heart strings and didn't let go until the end  #up",1
6530,5/30/2009,"@MakeupGeek Awww, you should have had while in NY. So good. That is one thing my sister from TX misses dearly ",1
6531,4/21/2009,@narchos glad you like it!  how are ya?,1
6532,5/3/2009,@cjlambert I was an early adopter of learning how to gain a competitive advantage over my competitors. What a waste of time THAT was! ,1
6533,5/29/2009,#BGT Dream Bears - Hahaha I love you guys...even with the 'wardrobe problem. Lol ,1
6534,5/3/2009,@lilyofoz Hi Lily Of Oz.  Good to see you! ,1
6535,6/5/2009,lol @aka55  Well you are quite adorable. I'd keep you for myself if I could.,1
6536,6/3/2009,"@lovin_syl nice, i havent eaten cereal in years! haha.... they look yummy tho ",1
6537,6/15/2009,Speeeeeeeechless ,1
6538,5/17/2009,"@Simeezy haha! I have no clue, but according to everyone there, they were my best friends.  actually, every1 at axis last night was my boy",1
6539,5/10/2009,@letronje Hahaa! Specially the calendar part! ,1
6540,6/1/2009,@ppinheiro76 you are driving a prius? that's a motherfucking ugly car ,1
6541,6/5/2009,@noftsker thank you  I like being funny...it's...fun,1
6542,6/2/2009,@ villagetelco Welcome to Twitter. I have sent each link in the blog before you on twitter ,1
6543,5/31/2009,"lazy day today? Hmm, it is at least for the moment. Have to caulk the bathroom &amp; might do yard work...Maybe ",1
6544,6/1/2009,Just Got out of the shower and ready  to take grandma to the doctor ,1
6545,6/7/2009,finally blogging! few more minutes and it's done... tweet muna ,1
6546,5/31/2009,@Cwluc for that you get a thank you and a smile ,1
6547,6/15/2009,"@tpphotography why would I want to do that? I'm in all the photos, and, lacking your oversized ego, that doesn't do it for me ",1
6548,6/6/2009,Updated SocialScope application. Thanks @SocialScope  #BlackBerry,1
6549,5/18/2009,@Sifter Woah.. back a page.. new podcast coming??? ,1
6550,5/30/2009,and the Silverstein hoodie saves my day ,1
6551,5/29/2009,@dIANElow get itttt lol ,1
6552,5/30/2009,@LittleFletcher I'm starting history revisions too ! Good luck  xx,1
6553,6/7/2009,listening to Kennst du die Stars - Bushido feat Oliver Pocher  &lt;3,1
6554,5/18/2009,Bum day ,1
6555,6/1/2009,"Just unfollowed a &quot;spammer&quot;, I do NOT need to know what you are listening to every minute, the timeline looks peaceful+informative now  !",1
6556,5/28/2009,12:07am and just got home  I had a great night with him &lt;3,1
6557,6/15/2009,@MakeupNme then save your money... ,1
6558,6/5/2009,Cornerstone on west cherry street! Doors open at seven! Be there? ,1
6559,5/31/2009,@andrewjhawkins have another for me ,1
6560,5/30/2009,"Shower and after that, going to Berta's!! A quiet (but not SO quiet) night with my girls ",1
6561,6/15/2009,@Windtee Slow and easy ,1
6562,6/3/2009,@Buzzyboo Awww! I hope you do! ,1
6563,6/3/2009,just got back from a swim with heyree and spazz ,1
6564,5/31/2009,At My Cousin's House. Part 2 of the Party ,1
6565,6/1/2009,is free from Jury Duty again on Tuesday!  Hoping my luck lasts all week  Time to work on new listings!,1
6566,6/6/2009,@callkathy I was going to tweet admiration for your long work hours &amp; ongoing call until you gave it away w/ the spymaster update ,1
6567,5/29/2009,Ok This is the last one  #Follow Friday @youfreemeditate,1
6568,5/29/2009,Hiking in the gorgeous weather with Rocky ,1
6569,6/7/2009,sure my blog link is right here on my profile. ,1
6570,6/7/2009,says I'm homeee  http://plurk.com/p/z40fn,1
6571,6/15/2009,"@taki_serbia MMO games are social. meeting, playing and broaden your horizon! and that from behind your computer ",1
6572,6/2/2009,"@lacelies Ð±ÑÐºÐ¾Ð²ÐºÐ° - Ð, Ñ?ÑÐ¾ Ð½Ð°Ð²ÐµÑÐ½Ð¾Ðµ EDGE. Ð° G - GRPS. Ð¾ÑÐºÐ»ÑÑÐ¸ Ð² ÑÐµÐ»ÐµÑÐ¾Ð½Ðµ Ð²Ñ?Ðµ ÐºÑÐ¾Ð¼Ðµ GSM, Ð¼Ð¾Ð¶ÐµÑ Ð±ÑÐ´ÐµÑ Ñ?ÑÐ°Ñ?ÑÑÐµ ",1
6573,6/7/2009,"@indygrrrl Yes, we've found a great one. (I see from your comment that you're on my blog... I recently posted about finding a photog ",1
6574,6/15/2009,http://facebook.com/shiro.kuro My 2e Facebook ,1
6575,6/2/2009,@shellestafford Hi my fellow tweetnik. ,1
6576,5/31/2009,@geekgrrl I take PayPal now...just in case you wanted to know...  ,1
6577,5/22/2009,@NeoplasmSix I had 'Butters' Stotch in mind. Cutest character ever. Great naivety jokes. I won't let the youth spoil my fun dammit!   ,1
6578,6/14/2009,@molskee me too! and i can't wait for your next movie too ,1
6579,5/30/2009,@RevivalHouse You should! The more the merrier  x,1
6580,6/1/2009,"Day one of Chalean Extreme!!! Hopefully getting a run in tonight, too..Have a great Monday evening! ",1
6581,6/2/2009,i get to sleep in tomorrow...its Wednesday &amp; I get to sleep in..hee hee...hee..hahahahahah! ,1
6582,6/1/2009,@jenlaceda The boutique hostels or the STA contest? ,1
6583,5/31/2009,@raych_mc yeah id go if you went.. ill check the calander tomorrow and see about lifts and that  itll be funn.,1
6584,5/2/2009,YEY! i`m on for wednesday! ,1
6585,5/31/2009,lmfao B52's  LoveShack THANKS ANDY,1
6586,5/25/2009,"back home, finally ",1
6587,6/6/2009,Home the dance was okay.. I loved everyone dresses  pictures up later.,1
6588,5/31/2009,@OfficialJoBros Hope Jonas brothers will come to Asia ,1
6589,6/15/2009,follow me ppl ,1
6590,6/2/2009,@dinno dont know about them.. but i am excited.. will get them waterbottles and dabba.. thats what i liked most of school life ,1
6591,6/5/2009,http://twitpic.com/6pgxv - the blonde is having more fun tonite!  no wig!  workin at wangs come see me.,1
6592,5/29/2009,"cause im freee, free falling  (( gotta love singing with the guys)))",1
6593,5/14/2009,"OH, and don't forget to visit katharinemcphee.com to learn how you can redesign my website ",1
6594,6/3/2009,@libbyalexander and just did 4 hours - taken rest on flexi ,1
6595,6/16/2009,"@xEviLovesMcFLYx yes, it is  I need my vacation now ",1
6596,6/1/2009,G1 twittin  i need more followers asap!,1
6597,6/15/2009,Getting ready to go to LVL5 summer camp n' get these kids a workin'!! ,1
6598,6/15/2009,Well USA have crumbled. Italy 2-1 up. 20 mins to go. Not surprising really ,1
6599,5/4/2009,@xx_Megan_xx oh dear lmao that a key ingredient :p cakes in the oven and now I'm cooking my lunch paprika and chilli chicken YUM haha ,1
6600,5/17/2009,@Sunday28 well i dont turn till january so almost there     whats ur plans,1
6601,6/4/2009,Looking froward to girly cocktail night ,1
6602,5/30/2009,updating with Eliana! ,1
6603,5/28/2009,"@mynameisgay sure, evn tho im the dick crap  of yo life.  love you",1
6604,5/29/2009,@GJHaley I'm wearing flats the entire time....so you wouldnt have to look like a midget next to me! lmao ,1
6605,4/19/2009,@KGMB9 I totally feel for ya dude!  Hang in there! ,1
6606,5/30/2009,watching E! with @katielaurae ,1
6607,4/20/2009,"i. am. so. tired. work was good, got to listen to the gaga all day. &amp; flo rider. ",1
6608,5/4/2009,@dougiemcfly saw you walking back from starbucks. I was in the orange beetle ,1
6609,5/18/2009,I am sure the artist would knock off 10% for fellow twitter followers ,1
6610,6/15/2009,"http://twitpic.com/7j098 - @bremucayon and me in a schoolgirl outfit. If you ask nicely, I'll upload FULL schoolgirl shots. ",1
6611,5/31/2009,@love_england awesome!  he is amazing. i love him. &lt;3,1
6612,6/1/2009,@Sophie_uk Welcome on Twitter! Hope you like travel tweets ,1
6613,5/10/2009,Happy Mothers Day to yours and mines ,1
6614,5/9/2009,@ReRobb maybe tonights the night to pick it up again? ,1
6615,6/7/2009,@pntbtrkisses umm..indonesian cookie? whaa? sorry sometimes I got really confused ,1
6616,6/1/2009,"@EviLovesMcFly Twitter  , msn, irc &amp; liestening to McMusic.  Oh and be bored. ",1
6617,5/29/2009,headin to E! for a lil then to Fred Segal to eat some yummy food w kris! TGIF ,1
6618,5/30/2009,@luvtheheaven he's apparently like BFF with Zach Braff which is why he's in so many of his things. ,1
6619,5/30/2009,is in the plane ,1
6620,5/30/2009,@MitchMeyerson Hi  Hv you tried BookBuzzr at www.freado.com to market ur book at social sites using an excerpt in Book form,1
6621,4/20/2009,"@mizwoody Aww, thank you. That made me smile this morning.  ",1
6622,5/30/2009,Gooooooood morning!!!! ,1
6623,4/18/2009,Just back from birding @ the Hebbal Lak. Met few great ppl from INW and BNHS. Damn!Their camera advise mostly went over the head! ,1
6624,5/29/2009,"@richardalan You nearly did well, Deer are usually gone before I try to take a first photo  ",1
6625,6/1/2009,"@shyobaba lol, oh cool, i'll try n add via e-mail then.... to centre?? not sure i can, kinda on the skint level as it is, lol ",1
6626,5/29/2009,"@jenlikestofly yeah, that's what usually happens when u dont feel like urself ",1
6627,6/15/2009,@rebecapem Never Stop Writting Girl  WE LOVE DESMOND &lt;3,1
6628,5/3/2009,@egower OMG that is too adorable .. I love little furry beasties!   Okay off to Home Depot to get blow-in insulation.  Hope this works!,1
6629,5/29/2009,@Mnmissy: You seem to have only one thing on your mind ,1
6630,5/29/2009,Just saw the first lightning bug of summer ,1
